resume_hash,title,city,updated_at,salary_amount,salary_currency,employment_type,relocation,age_bucket,total_experience_months,job_count,avg_job_duration_months,median_job_duration_months,max_job_duration_months,min_job_duration_months,short_job_share_6m,short_job_share_12m,current_job_duration_months,career_span_months,avg_gap_months,max_gap_months,education_count,courses_count,languages_count,skills_count,about_length,has_salary,has_about
da4a6ced37fa91f38dfa,Каменщик,Нижний Тагил,2026-05-11,11.0,,Вахтовый метод,,45-54,303.0,1,303.0,303.0,303.0,303.0,0.0,0.0,303.0,303.0,0.0,0,1,0,0,0,0,1,0
2df7217fda5623d64f47,Агент по работе с пассажирами,Алматы,2026-05-11,11.0,,Полная занятость,Переезд невозможен,45-54,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
c1b7e08db8ac9503ab85,Начальник отдела кадров,Подольск,2026-05-11,120000.0,RUB,Полная занятость,Переезд невозможен,35-44,223.0,7,31.857142857142858,28.0,79.0,5.0,0.14285714285714285,0.2857142857142857,,230.0,3.1666666666666665,14,1,0,0,0,0,1,0
73bffc1e1e748b6a67bc,Корректор,Нижний Новгород,2026-05-11,15000.0,RUB,Частичная занятость,Переезд невозможен,55-64,263.0,1,263.0,263.0,263.0,263.0,0.0,0.0,,263.0,0.0,0,1,0,0,0,0,1,0
6d3daaaabacfca99522c,Начальник отдела / Управляющий,Москва,2026-05-11,200000.0,RUB,Полная занятость,Переезд невозможен,45-54,307.0,2,153.5,153.5,191.0,116.0,0.0,0.0,191.0,310.0,3.0,3,2,0,1,0,0,1,0
1b370b737bb7c5e7ccc7,Frontend developer,Бишкек,2026-05-11,15000.0,RUB,Полная занятость,,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
90a7c6730497d70700be,Официант,Пермь,2026-05-11,60000.0,RUB,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
91b25d55d04395aefb5f,Архивариус,Барнаул,2026-05-11,35000.0,RUB,Полная занятость,Переезд невозможен,25-34,116.0,3,38.666666666666664,51.0,56.0,9.0,0.0,0.3333333333333333,,120.0,2.0,2,1,0,1,0,120,1,1
00297696e287ebe11725,Менеджер продукта / Senior Product Manager (B2C/B2B),Севастополь,2026-05-11,200000.0,RUB,Полная занятость,Переезд невозможен,35-44,205.0,1,65.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0,2,6,2,40,434,1,1
29c3c75bd49dbaf726d0,Frontend-разработчик,Астана,2026-05-11,60000.0,RUB,Полная занятость,Переезд невозможен,18-24,47.0,3,15.666666666666666,5.0,40.0,2.0,0.6666666666666666,0.6666666666666666,40.0,40.0,0.0,0,1,0,0,0,719,1,1
ac041dd9d811ff566745,Инженер по охране труда,Уфа,2026-05-11,15000.0,RUB,Полная занятость,Переезд невозможен,55-64,386.0,1,386.0,386.0,386.0,386.0,0.0,0.0,,386.0,0.0,0,1,0,0,0,0,1,0
0981e6fb4c84eee6d7f1,Коммерческий директор,Санкт-Петербург,2026-05-11,280000.0,RUB,Полная занятость,,65+,132.0,1,132.0,132.0,132.0,132.0,0.0,0.0,,132.0,0.0,0,1,0,0,0,0,1,0
f6d99083736d1cb992ed,Project Manager,Москва,2026-05-11,11.0,,Полная занятость,Переезд невозможен,35-44,73.0,3,24.333333333333332,16.0,52.0,5.0,0.3333333333333333,0.3333333333333333,16.0,128.0,30.0,60,1,2,1,0,394,1,1
b652182051663c0f0e22,Администратор гостиницы,Ростов-на-Дону,2026-05-11,50000.0,RUB,Стажировка,Переезд невозможен,55-64,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
eee48c6633e697156144,Фармацевт,Кричев,2026-05-11,11.0,,Полная занятость,,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
2956d3d49c4358a99557,Упаковщик-фасовщик,Омск,2026-05-11,150000.0,RUB,Полная занятость,,45-54,102.0,1,102.0,102.0,102.0,102.0,0.0,0.0,102.0,102.0,0.0,0,1,0,0,0,0,1,0
0a26cb7bfbbf571796ea,"Младший воспитатель( ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ХАКАСИЯ ""ШКОЛА-ИНТЕРНАТ ДЛЯ ДЕТЕЙ С НАРУШЕНИЯМИ ЗРЕНИЯ"" )",Абакан,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
750ea866d65e22ac2c65,Мастер,Брест,2026-05-11,2000.0,RUB,Полная занятость,Переезд невозможен,18-24,5.0,1,5.0,5.0,5.0,5.0,1.0,1.0,,5.0,0.0,0,1,0,0,0,0,1,0
036fe9c2896a6ca687d6,"Продавец-кассир, менеджер пункта выдачи заказов, администратор, медсестра",Ставрополь,2026-05-11,30000.0,RUB,Полная занятость,Переезд невозможен,18-24,29.0,4,7.25,6.5,14.0,2.0,0.25,0.75,,35.0,2.0,4,1,0,0,0,0,1,0
984662df76d7bc432c4a,Python Developer,Владимир,2026-05-11,11.0,,Полная занятость,,18-24,42.0,4,10.5,7.0,25.0,3.0,0.25,0.75,8.0,54.0,5.0,13,1,5,1,0,3029,1,1
2716ac4830e3a7af0b80,Юрисконсульт( МОЙЕ Керамик-Имплантате ),Томск,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
5c93683ecb9dfa2e2eab,Программист 1C,Тольятти,2026-05-11,90000.0,RUB,Полная занятость,Переезд невозможен,25-34,19.0,1,19.0,19.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,0,2,0,0,0,0,1,0
b9e19e5bc61a03793a8a,Оператор котельной службы энерговодоснабжения,Томск,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
4f0fa1f84422835b549a,QA Engineer,Минск,2026-05-11,11.0,,Полная занятость,Переезд невозможен,35-44,66.0,7,9.428571428571429,7.0,24.0,1.0,0.42857142857142855,0.7142857142857143,,94.0,4.666666666666667,11,1,0,1,0,0,1,0
5168d351d706d50ac015,Коллектор по взысканию,Самара,2026-05-11,70000.0,RUB,Полная занятость,Переезд невозможен,18-24,18.0,1,18.0,18.0,18.0,18.0,0.0,0.0,,18.0,0.0,0,1,0,0,0,0,1,0
7b5bad2c05d67749013c,Кассир операционист,Краснодар,2026-05-11,50000.0,RUB,Полная занятость,Переезд невозможен,35-44,25.0,1,25.0,25.0,25.0,25.0,0.0,0.0,,25.0,0.0,0,1,0,0,0,0,1,0
06c60572f84c8c9238ba,Главный инженер проекта,"Москва , м. Аннино",2026-05-11,180000.0,RUB,Полная занятость,Переезд невозможен,55-64,81.0,4,20.25,21.0,32.0,7.0,0.0,0.5,32.0,83.0,0.6666666666666666,2,2,0,2,0,1186,1,1
9101a3dbeb519490bbdc,"Главный Инженер Проета, начальник ПТО","Москва , м. Аннино",2026-05-11,180000.0,RUB,Полная занятость,,55-64,230.0,8,28.75,11.0,130.0,7.0,0.0,0.625,11.0,242.0,1.7142857142857142,7,2,0,1,0,698,1,1
16f3f406ea98d3a1cfe0,"Архивариус, менеджер по работе с клиентами.",Оренбург,2026-05-11,30000.0,RUB,Частичная занятость,Переезд невозможен,25-34,38.0,1,38.0,38.0,38.0,38.0,0.0,0.0,,38.0,0.0,0,1,0,0,0,0,1,0
09a96b65f6f6bce9ad78,Управляющий домом,Москва,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,25.0,1,25.0,25.0,25.0,25.0,0.0,0.0,,25.0,0.0,0,1,0,1,0,0,1,0
e7fa3511bb4574ca7846,Инженер,Нукус,2026-05-11,10000000.0,RUB,Стажировка,Переезд невозможен,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
8035f13b8c5949e62af5,Менеджер по подбору/продаже автозапчастей,Краснодар,2026-05-11,90000.0,RUB,Полная занятость,Переезд невозможен,45-54,54.0,3,18.0,8.0,43.0,3.0,0.3333333333333333,0.6666666666666666,,68.0,7.0,14,1,0,1,0,0,1,0
433b83fe90e196aa5e1a,Электросварщика,Сургут,2026-05-11,140000.0,RUB,Полная занятость,Переезд невозможен,45-54,143.0,1,143.0,143.0,143.0,143.0,0.0,0.0,,143.0,0.0,0,1,0,0,0,0,1,0
bc0efdb7115afd538340,Наставник,Белгород,2026-05-11,22500.0,RUB,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
d4a2e6b2d73e80ba6ba3,Психолог–консультант,Бишкек,2026-05-11,11.0,,Полная занятость,Переезд невозможен,35-44,216.0,2,108.0,108.0,176.0,40.0,0.0,0.0,176.0,220.0,4.0,4,1,0,0,0,0,1,0
16d7452dda445d3eafcd,Водитель,Нижний Новгород,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
cc237283aa5f6a8a7d3f,Начальник отдела,Энгельс,2026-05-11,100000.0,RUB,Полная занятость,Переезд невозможен,35-44,202.0,3,67.33333333333333,46.0,145.0,11.0,0.0,0.3333333333333333,46.0,214.0,6.0,11,1,0,0,0,445,1,1
5e3840e60cb8fab4d15e,"Farm worker, Warehouse worker",Краснодар,2026-05-11,97000.0,RUB,Полная занятость,,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
94cfa00b617f15b2b93b,Продовец консультант,Екатеринбург,2026-05-11,75.0,RUB,Полная занятость,Переезд невозможен,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
1439bb1ce5ddc0596602,Специалист пвз,Тверь,2026-05-11,45000.0,RUB,Полная занятость,Переезд невозможен,45-54,53.0,1,53.0,53.0,53.0,53.0,0.0,0.0,,53.0,0.0,0,1,0,0,0,0,1,0
ef279ae78a5c35522496,Начальник АХО (кладовщик),Нижний Новгород,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
69722bb663610db95777,Руководитель творческого департамента,Москва,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
b35dee751dbf405d8f8a,"Аппаратчик, оператор, уборщица",Санкт-Петербург,2026-05-11,70000.0,RUB,Полная занятость,,45-54,124.0,2,62.0,62.0,106.0,18.0,0.0,0.0,18.0,124.0,0.0,0,1,0,0,0,0,1,0
3e847a73378d12a09350,Любая,Санкт-Петербург,2026-05-11,11.0,,Полная занятость,,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
2da6e3f1398689601b72,Телеоператор,Челябинск,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,3.0,1,3.0,3.0,3.0,3.0,1.0,1.0,,3.0,0.0,0,1,0,2,0,25,1,1
2a672ba3e73bb1bf8e1c,Бровист,Минск,2026-05-11,11.0,,Частичная занятость,Переезд невозможен,18-24,33.0,1,33.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,0.0,0,1,0,0,0,0,1,0
9f83d759466b1a917afb,Массажист,Воронеж,2026-05-11,100000.0,RUB,Сменный график,Переезд невозможен,35-44,8.0,1,8.0,8.0,8.0,8.0,0.0,1.0,,8.0,0.0,0,1,0,0,0,0,1,0
be124138a5670bf986ec,"Учитель, психолог",Железноводск,2026-05-11,30000.0,RUB,Частичная занятость,Переезд невозможен,35-44,64.0,1,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,0.0,0,3,0,0,0,0,1,0
6c9a7ebb1dca1877e7ce,Слесарь,Димитровград,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
d0d8c91438ae25c06e73,Менеджер,Барнаул,2026-05-11,40000.0,RUB,Полная занятость,Переезд невозможен,18-24,37.0,2,18.5,18.5,34.0,3.0,0.5,0.5,,45.0,8.0,8,1,0,0,0,0,1,0
31f57f8501269a74caaa,Специалист по внутренним коммуникациям и обучению,"Москва , м. Аэропорт",2026-05-11,150000.0,RUB,Полная занятость,Переезд невозможен,35-44,168.0,2,84.0,84.0,115.0,53.0,0.0,0.0,,168.0,0.0,0,1,0,2,0,111,1,1
5eec7a2ed93c634d2e0e,Java Developer,Тула,2026-05-11,11.0,,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,1,3,1,0,148,1,1
b3e996cee5be4d4f3556,Начальник отдела,Актау,2026-05-11,600000.0,RUB,Полная занятость,,45-54,288.0,1,288.0,288.0,288.0,288.0,0.0,0.0,,288.0,0.0,0,2,0,0,0,0,1,0
651566aaca3490c88444,Бухгалтер по заработной плате,Шымкент,2026-05-11,500000.0,RUB,Полная занятость,Переезд невозможен,55-64,408.0,1,408.0,408.0,408.0,408.0,0.0,0.0,,408.0,0.0,0,1,0,0,0,0,1,0
4c2ca7fd4af80c169830,"Разнорабочий КГМ,сбор паллет и гофрокартона.",Елабуга,2026-05-11,120000.0,RUB,Полная занятость,Переезд невозможен,55-64,35.0,1,35.0,35.0,35.0,35.0,0.0,0.0,,35.0,0.0,0,1,0,0,0,0,1,0
41fcaab459bf53279404,"Прораб, инженер технадзора","Москва , м. Речной вокзал",2026-05-11,150000.0,RUB,Полная занятость,,65+,422.0,1,422.0,422.0,422.0,422.0,0.0,0.0,,422.0,0.0,0,1,0,0,0,0,1,0
739045c06a9aa0ae618d,Инженер строительного контроля,Южно-Сахалинск,2026-05-11,200000.0,RUB,Вахтовый метод,Переезд невозможен,65+,5.0,1,5.0,5.0,5.0,5.0,1.0,1.0,,5.0,0.0,0,1,0,0,0,0,1,0
82965fe796727923b36b,Full Stack Developer .Net,Минск,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,39.0,1,39.0,39.0,39.0,39.0,0.0,0.0,,39.0,0.0,0,1,0,1,0,195,1,1
ec81511da1448521596e,Турагент,Самара,2026-05-11,50000.0,RUB,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
78d4f73ee337d00c623e,Делопроизводитель,Воронеж,2026-05-11,50000.0,RUB,Полная занятость,Переезд невозможен,55-64,420.0,1,420.0,420.0,420.0,420.0,0.0,0.0,,420.0,0.0,0,1,0,0,0,0,1,0
0905d3bf224f724cda3d,Ассистент стоматолога,Симферополь,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,8.0,1,8.0,8.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,0,1,0,0,0,0,1,0
6c5f486ffe608a7051f8,Главный специалист контрольно-ревизионного отдела и внутренних аудиторских проверок,Москва,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
521132887fbf44fcfc88,Биохимик,Минск,2026-05-11,11.0,,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
e15025c717723a32ff72,Директор филиала,"Санкт-Петербург , м. Электросила",2026-05-11,11.0,,Полная занятость,,45-54,305.0,10,30.5,25.0,97.0,3.0,0.1,0.2,50.0,337.0,3.5555555555555554,12,2,6,1,0,344,1,1
5495e0145517ce2ac04f,Инженер по эксплуатации,"Москва , м. Раменки",2026-05-11,180000.0,RUB,Полная занятость,Переезд невозможен,45-54,321.0,1,321.0,321.0,321.0,321.0,0.0,0.0,,321.0,0.0,0,1,0,1,0,412,1,1
ae47d5fb40ed0b2628d5,Дежурный администратор - охранник,Москва,2026-05-11,50000.0,RUB,Сменный график,Переезд невозможен,55-64,226.0,6,37.666666666666664,36.0,72.0,11.0,0.0,0.16666666666666666,,284.0,11.6,26,1,0,0,0,0,1,0
2d2fb85e2e911916fc22,Водитель экспедитор,Химки,2026-05-11,130000.0,RUB,Полная занятость,Переезд невозможен,35-44,76.0,1,76.0,76.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0,1,0,0,0,0,1,0
d25d530322f52e51dd2c,Менеджер,Белгород,2026-05-11,75000.0,RUB,Полная занятость,Переезд невозможен,35-44,299.0,4,74.75,62.0,163.0,12.0,0.0,0.0,25.0,299.0,0.0,0,1,0,0,0,0,1,0
bd4f7a5ee818a0e9149b,Водитель такси,Витебск,2026-05-11,1500.0,RUB,Полная занятость,Переезд невозможен,45-54,113.0,1,113.0,113.0,113.0,113.0,0.0,0.0,,113.0,0.0,0,1,0,0,0,0,1,0
aa53a734b137e892b74a,SQL разработчик,Москва,2026-05-11,11.0,,Полная занятость,,55-64,117.0,3,39.0,24.0,80.0,13.0,0.0,0.0,80.0,118.0,0.5,1,1,0,0,0,538,1,1
b21235bdf08188db14ff,Помощник руководителя,"Москва , м. Алексеевская",2026-05-11,100000.0,RUB,Полная занятость,Переезд невозможен,45-54,117.0,8,14.625,11.5,47.0,2.0,0.5,0.5,,133.0,2.2857142857142856,4,1,2,1,0,1036,1,1
058217d840b1eb86bf41,Газорезчик,Новоуральск,2026-05-11,11.0,,Вахтовый метод,,35-44,96.0,9,10.666666666666666,7.0,34.0,2.0,0.3333333333333333,0.6666666666666666,,186.0,11.25,31,1,0,0,0,0,1,0
8ff771754b6613790b5c,"Копирайтер, Редактор, Рерайтер.",Москва,2026-05-11,30000.0,RUB,Удаленная работа,Переезд невозможен,65+,424.0,1,424.0,424.0,424.0,424.0,0.0,0.0,424.0,424.0,0.0,0,1,0,0,0,0,1,0
acd0878300a6d44cd4d0,Заместитель директора по экономике,Ханты-Мансийск,2026-05-11,85000.0,RUB,Полная занятость,Переезд невозможен,18-24,68.0,1,68.0,68.0,68.0,68.0,0.0,0.0,,68.0,0.0,0,3,0,0,0,0,1,0
440782a8bafc9c873ab6,Любую,Бишкек,2026-05-11,10.0,RUB,Стажировка,,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
f97ed178f4f4a6c82693,Бухгалтер,Минск,2026-05-11,2500.0,RUB,Полная занятость,Переезд невозможен,45-54,200.0,2,100.0,100.0,127.0,73.0,0.0,0.0,,202.0,2.0,2,2,0,0,0,261,1,1
950f65a5a7a73bfb1e8d,Сборщик заказов,Саранск,2026-05-11,40000.0,RUB,Полная занятость,Переезд невозможен,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
c88f6357d08e71f94d3b,Менеджер по развитию,Москва,2026-05-11,11.0,,Подработка,Переезд невозможен,55-64,430.0,9,47.77777777777778,35.0,124.0,5.0,0.1111111111111111,0.1111111111111111,124.0,429.0,2.125,8,1,0,0,0,0,1,0
b24b18b1ef1eb5ccbc1a,Консультант,Гомель,2026-05-11,30000.0,RUB,Удаленная работа,Переезд невозможен,25-34,33.0,1,33.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,0.0,0,1,0,0,0,0,1,0
a12c2ee51ef24d9f9879,Мастер по ремонту,Санкт-Петербург,2026-05-11,85000.0,RUB,Полная занятость,Переезд невозможен,18-24,21.0,1,21.0,21.0,21.0,21.0,0.0,0.0,,21.0,0.0,0,1,0,0,0,0,1,0
22256cfc76265c0fd543,Финансовый директор,Ростов-на-Дону,2026-05-11,180000.0,RUB,Полная занятость,Переезд невозможен,35-44,216.0,7,30.857142857142858,24.0,79.0,1.0,0.14285714285714285,0.2857142857142857,,218.0,0.3333333333333333,1,1,3,0,0,261,1,1
fad113d646c2fd0da1d9,Учитель начальных классов,Севастополь,2026-05-11,50000.0,RUB,Полная занятость,Переезд невозможен,35-44,14.0,1,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0,1,0,0,0,0,1,0
0f01df07551cba5640c1,Главный специалист,Москва,2026-05-11,60000.0,RUB,Частичная занятость,Переезд невозможен,45-54,36.0,2,18.0,18.0,19.0,17.0,0.0,0.0,19.0,41.0,5.0,5,1,0,0,0,151,1,1
fb2a1bf2041c8fee8dbb,"Главный инженер, директор по строительству, генеральный директор, технический директор",Москва,2026-05-11,300000.0,RUB,Полная занятость,Переезд невозможен,55-64,460.0,5,92.0,52.0,231.0,18.0,0.0,0.0,139.0,460.0,0.25,1,1,0,0,0,50,1,1
9f8a5b3fa57a0a7c6da3,Руководитель/заместитель руководителя,Санкт-Петербург,2026-05-11,150000.0,RUB,Полная занятость,Переезд невозможен,45-54,316.0,11,28.727272727272727,19.0,86.0,1.0,0.09090909090909091,0.09090909090909091,,328.0,2.4,16,2,5,1,0,0,1,0
d82023141099132f2376,Технический специалист,Москва,2026-05-11,11.0,,Сменный график,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,1,0,491,1,1
b0681548e12f415b2fad,Переводчик итальянского языка,Москва,2026-05-11,11.0,,Временная работа,,45-54,666.0,9,74.0,3.0,393.0,2.0,0.5555555555555556,0.5555555555555556,393.0,393.0,0.0,0,1,0,1,0,0,1,0
85e3007998dd2d0afbf2,"Администратор, диспетчер",Сергиев Посад,2026-05-11,65000.0,RUB,Полная занятость,Переезд невозможен,55-64,416.0,1,416.0,416.0,416.0,416.0,0.0,0.0,416.0,416.0,0.0,0,1,0,0,0,0,1,0
9ed37d3b6e561686ee83,"Режиссер, художник-постановщик, режиссер монтажа","Москва , м. Крылатское",2026-05-11,500000.0,RUB,Полная занятость,,45-54,296.0,2,148.0,148.0,232.0,64.0,0.0,0.0,232.0,232.0,0.0,0,5,0,0,0,162,1,1
4d9b2236dab77d776908,Оператор call-центра,Солнечногорск,2026-05-11,40000.0,RUB,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,45,1,1
072f508f17068874c737,3D аниматор,Барнаул,2026-05-11,30000.0,RUB,Полная занятость,Переезд невозможен,18-24,52.0,1,52.0,52.0,52.0,52.0,0.0,0.0,,52.0,0.0,0,1,0,0,0,35,1,1
d86bcf9bbd4bc7321d7e,"Учитель истории, обществознания, бжд",Москва,2026-05-11,11.0,,Полная занятость,Переезд невозможен,35-44,20.0,1,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0,0,0,0,0,0,1,0
10e10eb9d55e890dc057,Офис-менеджер,Актау,2026-05-11,250000.0,RUB,Полная занятость,,18-24,11.0,1,11.0,11.0,11.0,11.0,0.0,1.0,,11.0,0.0,0,1,0,0,0,0,1,0
51e4b47913f45140257e,Массажист,Тюмень,2026-05-11,90000.0,RUB,Полная занятость,Переезд невозможен,55-64,7.0,1,7.0,7.0,7.0,7.0,0.0,1.0,7.0,7.0,0.0,0,2,0,0,0,654,1,1
1daaa486d0b7bd458054,Механик,Сургут,2026-05-11,60000.0,RUB,Полная занятость,Переезд невозможен,55-64,411.0,1,411.0,411.0,411.0,411.0,0.0,0.0,,411.0,0.0,0,1,0,0,0,0,1,0
8054120f43daf419bf50,Лаборант химического анализа,Салават,2026-05-11,11.0,,Полная занятость,Переезд невозможен,25-34,64.0,1,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,0.0,0,1,0,0,0,117,1,1
1e1b93a65cac7fffb357,Горничная с проживанием,Санкт-Петербург,2026-05-11,11.0,,,,35-44,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
74d52ddf2b40e7676efc,Оператор котельной,Пыть-Ях,2026-05-11,70000.0,RUB,Полная занятость,Переезд невозможен,55-64,91.0,3,30.333333333333332,25.0,52.0,14.0,0.0,0.0,14.0,105.0,7.0,13,1,0,0,0,0,1,0
aaa2946f1f0397411c73,Водитель,Лида,2026-05-11,3000.0,RUB,Полная занятость,Переезд невозможен,18-24,14.0,1,14.0,14.0,14.0,14.0,0.0,0.0,,14.0,0.0,0,1,0,0,0,0,1,0
383d2a7618680196d3eb,Директор ресторана,Балашиха,2026-05-11,150000.0,RUB,Полная занятость,,45-54,211.0,9,32.888888888888886,30.0,85.0,4.0,0.2222222222222222,0.3333333333333333,,219.0,1.0,4,1,0,0,0,0,1,0
f8e349cc764f1f3b5aeb,Руководитель сервиса,Саратов,2026-05-11,150000.0,RUB,Полная занятость,Переезд невозможен,35-44,46.0,1,46.0,46.0,46.0,46.0,0.0,0.0,,46.0,0.0,0,1,0,0,0,0,1,0
2e23b0322a077b927126,Врач анестезиолог,Ростов-на-Дону,2026-05-11,85000.0,RUB,Полная занятость,Переезд невозможен,65+,608.0,1,608.0,608.0,608.0,608.0,0.0,0.0,608.0,608.0,0.0,0,3,0,0,30,0,1,0
597e5518e3a5866ee1fb,Рекламный менеджер в Instagram (инстаграм),Владикавказ,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,23,0,1,0
729ae23f7cbeeccf322f,Официант,Хабаровск,2026-05-11,60000.0,RUB,Временная работа,Переезд невозможен,18-24,21.0,2,10.5,10.5,16.0,5.0,0.5,0.5,5.0,24.0,3.0,3,1,0,0,0,0,1,0
673b7fc0629cbeaa2136,Руководитель,Москва,2026-05-11,200000.0,RUB,Полная занятость,Переезд невозможен,55-64,311.0,3,103.66666666666667,75.0,211.0,25.0,0.0,0.0,,318.0,3.5,6,1,4,1,0,39,1,1
180a3440915628b96b80,Уборшик,Москва,2026-05-11,78000.0,RUB,Полная занятость,Переезд невозможен,45-54,110.0,1,110.0,110.0,110.0,110.0,0.0,0.0,,110.0,0.0,0,1,0,0,0,0,1,0
7cc9f5f637c5536ff8e0,Бухгалтер,Ставрополь,2026-05-11,30.0,RUB,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
ab877320bceac6cd9164,Начальник мебельного производства,Саратов,2026-05-11,150000.0,RUB,Полная занятость,Переезд невозможен,35-44,68.0,1,68.0,68.0,68.0,68.0,0.0,0.0,,68.0,0.0,0,1,0,0,0,0,1,0
6d6e3e9ec83645f045cf,"Бухгалтер, Администратор",Калуга,2026-05-11,85000.0,RUB,Полная занятость,Переезд невозможен,45-54,349.0,1,349.0,349.0,349.0,349.0,0.0,0.0,,349.0,0.0,0,1,0,0,0,0,1,0
2740bcfaed1f9e7818ea,Водитель,Поронайск,2026-05-11,120.0,RUB,Полная занятость,Переезд невозможен,25-34,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
89869c08cd5934c290cf,Пожарный-спасатель,Атырау,2026-05-11,300000.0,RUB,Полная занятость,,45-54,92.0,1,92.0,92.0,92.0,92.0,0.0,0.0,,92.0,0.0,0,1,0,0,0,0,1,0
ff4573f6b1e830dad02a,Менеджер активных продаж,Раевский (Альшеевский район),2026-05-11,35000.0,RUB,Полная занятость,Переезд невозможен,25-34,89.0,1,89.0,89.0,89.0,89.0,0.0,0.0,,89.0,0.0,0,1,0,1,0,0,1,0
c8a777d174c35007044d,Оператор Беспилотных Авиационных Систем,Чехов,2026-05-11,80000.0,RUB,Полная занятость,,55-64,,0,,,,,,,,,0.0,0,2,0,0,0,0,1,0
3b22567dc0b196fee23e,3d модельер ювелирных изделий,Кострома,2026-05-11,200000.0,RUB,Полная занятость,Переезд невозможен,35-44,171.0,2,85.5,85.5,129.0,42.0,0.0,0.0,129.0,172.0,1.0,1,1,0,0,0,0,1,0
cbeea61390fa75c986fe,"Пресс-секретарь, ПР",Ташкент,2026-05-11,20000000.0,RUB,Полная занятость,Переезд невозможен,35-44,64.0,1,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,0.0,0,2,0,0,0,0,1,0
792908bacda4880fac4a,Преподаватель,Гомель,2026-05-11,1000.0,RUB,Полная занятость,Переезд невозможен,25-34,40.0,2,20.0,20.0,33.0,7.0,0.0,0.5,,55.0,15.0,15,2,0,0,0,0,1,0
2c0f29139b578af19bf5,"Водитель, водитель директора, личный водитель",Симферополь,2026-05-11,25000.0,RUB,Полная занятость,Переезд невозможен,35-44,293.0,9,32.55555555555556,24.0,65.0,12.0,0.0,0.0,65.0,296.0,0.375,3,2,2,0,0,118,1,1
706447cced07028e7e34,Помощник в мастерскую (спокойная работа),Москва,2026-05-11,11.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
